Price,Close,mom,signal,signal_shift,ret_daily,strat_ret,wealth_market,wealth_strategy,trade,strat_ret_net,wealth_strategy_net
Ticker,SPY,,,,,,,,,,
Date,,,,,,,,,,,
2022-03-04,411.1427307128906,-0.03231064951923046,0,0,-0.008124539210897841,-0.0,0.9046703757346821,0.9974413524807362,0.0,-0.0,0.9964428818044959
2022-03-07,399.02252197265625,-0.06523288481538281,0,0,-0.029479321497959732,-0.0,0.8780013068787194,0.9974413524807362,0.0,-0.0,0.9964428818044959
2022-03-08,395.9972839355469,-0.0693331787964383,0,0,-0.0075816222657143495,-0.0,0.8713446326211614,0.9974413524807362,0.0,-0.0,0.9964428818044959
2022-03-09,406.61431884765625,-0.052179861303476405,0,0,0.02681087811157168,0.0,0.8947061473595395,0.9974413524807362,0.0,0.0,0.9964428818044959
2022-03-10,404.7781982421875,-0.07007019534260095,0,0,-0.0045156319400465605,-0.0,0.8906659837035668,0.9974413524807362,0.0,-0.0,0.9964428818044959
2022-03-11,399.6313781738281,-0.06509832618807088,0,0,-0.01271516126785055,-0.0,0.8793410220849871,0.9974413524807362,0.0,-0.0,0.9964428818044959
2022-03-14,396.7107238769531,-0.05326255983648964,0,0,-0.007308370804668396,-0.0,0.8729144718318339,0.9974413524807362,0.0,-0.0,0.9964428818044959
2022-03-15,405.4345703125,-0.029269767589356066,0,0,0.021990447725463325,0.0,0.8921102518934523,0.9974413524807362,0.0,0.0,0.9964428818044959
2022-03-16,414.4247741699219,-0.02349263186552142,0,0,0.022174240964435876,0.0,0.9118921195857813,0.9974413524807362,0.0,0.0,0.9964428818044959
2022-03-17,419.6095886230469,-0.012382562216104565,0,0,0.012510869948617387,0.0,0.923300683301088,0.9974413524807362,0.0,0.0,0.9964428818044959
2022-03-18,424.20556640625,0.020228466409683454,1,0,0.010952985603319698,0.0,0.9334135823928201,0.9974413524807362,0.0,0.0,0.9964428818044959
2022-03-21,424.0814514160156,0.02657695197022636,1,1,-0.0002925821819969032,-0.0002925821819969032,0.9331404822101781,0.9971495189134134,1.0,-0.0007925821819969032,0.9956531189310001
2022-03-22,429.0438537597656,0.04985620857049344,1,1,0.011701531220430494,0.011701531220430494,0.9440596546958081,1.008817695140416,0.0,0.011701531220430494,1.0073037849868902
2022-03-23,423.51849365234375,0.05505108932244074,1,1,-0.01287831082767521,-0.01287831082767521,0.9319017610227678,0.9958258272939388,0.0,-0.01287831082767521,0.9943314137459354
2022-03-24,429.9027099609375,0.055077113891285556,1,1,0.015074232658738085,0.015074232658738085,0.9459494649835127,1.0108371375021479,0.0,0.015074232658738085,1.0093201968166337
2022-03-25,432.002197265625,0.0373417736360524,1,1,0.004883633566483692,0.004883633566483692,0.9505691355429035,1.0157736956771017,0.0,0.004883633566483692,1.0142493468091374
2022-03-28,435.0749816894531,0.0474002002445606,1,1,0.007112890728976362,0.007112890728976362,0.9573304299343577,1.0229987829798215,0.0,0.007112890728976362,1.0214635915849264
2022-03-29,440.4572448730469,0.0767567150589985,1,1,0.012370886422137461,0.012370886422137461,0.9691734559515317,1.0356541847340497,0.0,0.012370886422137461,1.0341000016607722
2022-03-30,437.73748779296875,0.05077756084038865,1,1,-0.006174849231648016,-0.006174849231648016,0.9631889559817157,1.0292591762871917,0.0,-0.006174849231648016,1.02771459006007
2022-03-31,431.0001220703125,0.03978110943953772,1,1,-0.015391338211916517,-0.015391338211916517,0.9483641889982184,1.013417500197237,0.0,-0.015391338211916517,1.0118966872191342
2022-04-01,432.22161865234375,0.051269027432161884,1,1,0.0028340979955268075,0.0028340979955268075,0.9510519460452876,1.0162896247031779,0.0,0.0028340979955268075,1.014764501592062
2022-04-04,435.9242858886719,0.09248040369647192,1,1,0.008566594257531479,0.008566594257531479,0.9591992221848934,1.024995765566149,0.0,0.008566594257531479,1.0234575773441474
2022-04-05,430.4179992675781,0.08692159448657644,1,1,-0.012631291257078403,-0.012631291257078403,0.9470832974359129,1.012048745514011,0.0,-0.012631291257078403,1.0105299865954496
2022-04-06,426.1141052246094,0.047956467524841395,1,1,-0.009999335646493579,-0.009999335646493579,0.9376130936596633,1.0019289304170036,0.0,-0.009999335646493579,1.000425358078635
2022-04-07,428.2612609863281,0.058014643195012594,1,1,0.005038922052549744,0.005038922052549744,0.9423376529540644,1.0069775721995695,0.0,0.005038922052549744,1.0054664234773876
2022-04-08,427.11614990234375,0.06877530952176758,1,1,-0.0026738610009858776,-0.0026738610009858776,0.9398179730540699,1.0042850541403976,0.0,-0.0026738610009858776,1.0027779460198507
2022-04-11,419.8157043457031,0.058241381132707826,1,1,-0.01709241282098517,-0.01709241282098517,0.9237542162820482,0.9871193994050845,0.0,-0.01709241282098517,0.9856380513986999
2022-04-12,418.26025390625,0.03163441041513626,1,1,-0.003705079212978357,-0.003705079212978357,0.9203316337374005,0.983462043837621,0.0,-0.003705079212978357,0.981986184342942
2022-04-13,423.05078125,0.02081440979814908,1,1,0.011453460612166566,0.011453460612166566,0.9308726158545427,0.994726087620276,0.0,0.011453460612166566,0.9932333244270056
2022-04-14,417.7830810546875,-0.004352873761424458,0,1,-0.012451697121910188,-0.012451697121910188,0.9192816719828417,0.9823400596579657,0.0,-0.012451697121910188,0.9808658838998526
2022-04-18,417.9548034667969,-0.014735221398455067,0,0,0.0004110324709076796,0.0,0.919659526599937,0.9823400596579657,1.0,-0.0005,0.9803754509579028
2022-04-19,424.7017822265625,0.001462763364149966,1,0,0.016142842967233895,0.0,0.9345054459211605,0.9823400596579657,0.0,0.0,0.9803754509579028
2022-04-20,424.3868408203125,-0.010854398445853786,0,1,-0.0007415589466068795,-0.0007415589466068795,0.9338124550470848,0.9816115965981159,1.0,-0.0012415589466068795,0.9791582570457323
2022-04-21,418.0408020019531,-0.012933772037088787,0,0,-0.014953429767268211,-0.0,0.9198487560847379,0.9816115965981159,1.0,-0.0005,0.9786686779172096
2022-04-22,406.57000732421875,-0.05427437905389998,0,0,-0.02743941410216888,-0.0,0.8946086451551639,0.9816115965981159,0.0,-0.0,0.9786686779172096
2022-04-25,408.9271545410156,-0.053414179072846735,0,0,0.005797641671381859,0.0,0.899795265515894,0.9816115965981159,0.0,0.0,0.9786686779172096
2022-04-26,397.084228515625,-0.0873200132682993,0,0,-0.028960967482541622,-0.0,0.8737363240903432,0.9816115965981159,0.0,-0.0,0.9786686779172096
2022-04-27,398.20086669921875,-0.0959375255276087,0,0,0.0028120940178559817,0.0,0.8761933527805011,0.9816115965981159,0.0,0.0,0.9786686779172096
2022-04-28,408.2591552734375,-0.06734249028603478,0,0,0.025259333706614706,0.0,0.8983254130699014,0.9816115965981159,0.0,0.0,0.9786686779172096
2022-04-29,393.1717224121094,-0.08776888386131798,0,0,-0.03695552853241735,-0.0,0.865127322635801,0.9816115965981159,0.0,-0.0,0.9786686779172096
2022-05-02,395.53839111328125,-0.08487133904463151,0,0,0.006019427558656476,0.0,0.8703348938834217,0.9816115965981159,0.0,0.0,0.9786686779172096
2022-05-03,397.3515319824219,-0.08848498501893709,0,0,0.00458398201003285,0.0,0.8743244933796871,0.9816115965981159,0.0,0.0,0.9786686779172096
2022-05-04,409.4520263671875,-0.04871072523934272,0,0,0.030452869589794096,0.0,0.9009501831557415,0.9816115965981159,0.0,0.0,0.9786686779172096
2022-05-05,394.8988952636719,-0.07325551906920247,0,0,-0.0355429456110804,-0.0,0.868927759797544,0.9816115965981159,0.0,-0.0,0.9786686779172096
2022-05-06,392.5418395996094,-0.08340567929131248,0,0,-0.0059687573004951755,-0.0,0.8637413408876495,0.9816115965981159,0.0,-0.0,0.9786686779172096
2022-05-09,379.9737548828125,-0.11037371223333492,0,0,-0.032017185046099184,-0.0,0.8360867745444838,0.9816115965981159,0.0,-0.0,0.9786686779172096
2022-05-10,380.8516845703125,-0.09281220157334835,0,0,0.002310500860173148,0.0,0.8380185537562482,0.9816115965981159,0.0,0.0,0.9786686779172096
2022-05-11,374.8013610839844,-0.10390395074930214,0,0,-0.015886298345126892,-0.0,0.8247055409925247,0.9816115965981159,0.0,-0.0,0.9786686779172096
2022-05-12,374.4101867675781,-0.1149757821949936,0,0,-0.0010436843539599616,-0.0,0.8238448087227667,0.9816115965981159,0.0,-0.0,0.9786686779172096
2022-05-13,383.3614807128906,-0.08239108260415917,0,0,0.02390772009328157,0.0,0.8435410598100137,0.9816115965981159,0.0,0.0,0.9786686779172096
2022-05-16,381.80596923828125,-0.08648981643152087,0,0,-0.004057558082561585,-0.0,0.840118342964809,0.9816115965981159,0.0,-0.0,0.9786686779172096
2022-05-17,389.65985107421875,-0.08250949870902635,0,0,0.020570348472042754,0.0,0.8573998700373503,0.9816115965981159,0.0,0.0,0.9786686779172096
2022-05-18,373.9520568847656,-0.11884153579799905,0,0,-0.040311554157169915,-0.0,0.8228367487419892,0.9816115965981159,0.0,-0.0,0.9786686779172096
2022-05-19,371.6617126464844,-0.11094392971538714,0,0,-0.0061247002018417485,-0.0,0.8177971203408864,0.9816115965981159,0.0,-0.0,0.9786686779172096
2022-05-20,371.8239440917969,-0.08546145216440837,0,0,0.00043650298051223224,0.0,0.8181540912213695,0.9816115965981159,0.0,0.0,0.9786686779172096
2022-05-23,378.7808837890625,-0.07372039351553861,0,0,0.01871030579877897,0.0,0.8334620044586434,0.9816115965981159,0.0,0.0,0.9786686779172096
2022-05-24,375.88934326171875,-0.05337629583813164,0,0,-0.007633807964168571,-0.0,0.8270995155711751,0.9816115965981159,0.0,-0.0,0.9786686779172096
2022-05-25,379.21026611328125,-0.04769100766493828,0,0,0.008834841718963649,0.0,0.834406808877078,0.9816115965981159,0.0,0.0,0.9786686779172096
2022-05-26,386.78741455078125,-0.05259340897885134,0,0,0.019981390575635194,0.0,0.8510794172242202,0.9816115965981159,0.0,0.0,0.9786686779172096
2022-05-27,396.2827453613281,0.007912631483598664,1,0,0.02454922381994984,0.0,0.8719727563262101,0.9816115965981159,0.0,0.0,0.9786686779172096
2022-05-31,394.0592041015625,-0.003739680003135515,0,1,-0.005610996910143551,-0.005610996910143551,0.8670801198847343,0.9761037769626428,1.0,-0.006110996910143551,0.9726880366504032
2022-06-01,390.8717956542969,-0.01630731432139454,0,0,-0.008088653720277339,-0.0,0.8600666090472502,0.9761037769626428,1.0,-0.0005,0.972201692632078
2022-06-02,398.31536865234375,-0.027198931737259624,0,0,0.01904351524158132,0.0,0.8764453006254167,0.9761037769626428,0.0,0.0,0.972201692632078
2022-06-03,391.7784118652344,-0.007901980572404432,0,0,-0.01641151032968291,-0.0,0.8620615095208006,0.9761037769626428,0.0,-0.0,0.972201692632078
2022-06-06,392.9712829589844,0.0010940065900058027,1,0,0.0030447596335663185,0.0,0.8646862796066408,0.9761037769626428,0.0,0.0,0.972201692632078
2022-06-07,396.7407531738281,0.044126727374070196,1,1,0.00959222818130745,0.00959222818130745,0.8729805477058735,0.9854667871199045,1.0,0.009092228181307449,0.9810411722597422
2022-06-08,392.4273376464844,0.03039412334287528,1,1,-0.010872126175184849,-0.010872126175184849,0.8634893930427333,0.9747526678688829,0.0,-0.010872126175184849,0.970375168851883
2022-06-09,383.09429931640625,0.022126222296624976,1,1,-0.023782844452304053,-0.023782844452304053,0.8429531591217836,0.9515702767894889,0.0,-0.023782844452304053,0.9472968871507004
2022-06-10,371.9862060546875,-0.0064741313098817255,0,1,-0.028995715367052033,-0.028995715367052033,0.818511129252131,0.923978815891954,0.0,-0.028995715367052033,0.9198293362427843
2022-06-13,357.862548828125,-0.06651406875137367,0,0,-0.03796822838233449,-0.0,0.7874337117632035,0.923978815891954,1.0,-0.0005,0.919369421574663
2022-06-14,356.78424072265625,-0.0655351946580206,0,0,-0.0030131907040841233,-0.0,0.7850610238228362,0.923978815891954,0.0,-0.0,0.919369421574663
2022-06-15,361.87066650390625,-0.07131652002048183,0,0,0.0142563073160058,0.0,0.7962530950402726,0.923978815891954,0.0,0.0,0.919369421574663
2022-06-16,349.8941345214844,-0.06433424263981191,0,0,-0.03309616692098638,-0.0,0.7699001696954677,0.923978815891954,0.0,-0.0,0.919369421574663
2022-06-17,350.6484680175781,-0.05653863154016492,0,0,0.002155890658542603,0.0,0.7715599902793245,0.923978815891954,0.0,0.0,0.919369421574663
2022-06-21,359.47552490234375,-0.03321039267553061,0,0,0.02517352188837485,0.0,0.7909828725828154,0.923978815891954,0.0,0.0,0.919369421574663
2022-06-22,358.8238525390625,-0.05268753547001537,0,0,-0.0018128420939319545,-0.0,0.7895489455358181,0.923978815891954,0.0,-0.0,0.919369421574663
2022-06-23,362.3412170410156,-0.03604285799416784,0,0,0.009802482407632596,0.0,0.7972884851843979,0.923978815891954,0.0,0.0,0.919369421574663
2022-06-24,373.86138916015625,-0.01410530629338802,0,0,0.03179371149994403,0.0,0.822637245264578,0.923978815891954,0.0,0.0,0.919369421574663
2022-06-27,372.4334411621094,-0.03711075606051639,0,0,-0.00381945833255104,-0.0,0.8194952165834855,0.923978815891954,0.0,-0.0,0.919369421574663
2022-06-28,364.823486328125,-0.07938589151672193,0,0,-0.020433059958952504,-0.0,0.8027504216869603,0.923978815891954,0.0,-0.0,0.919369421574663
2022-06-29,364.5264587402344,-0.07494494495734838,0,0,-0.0008141679442849048,-0.0,0.8020968480263616,0.923978815891954,0.0,-0.0,0.919369421574663
2022-06-30,361.5649108886719,-0.0749782539734466,0,0,-0.00812437007123512,-0.0,0.7955803164000242,0.923978815891954,0.0,-0.0,0.919369421574663
2022-07-01,365.3890075683594,-0.08266404882991862,0,0,0.010576514934174552,0.0,0.8039947834977644,0.923978815891954,0.0,0.0,0.919369421574663
2022-07-05,366.0790710449219,-0.06559662309610026,0,0,0.0018885720759769242,0.0,0.8055131855951094,0.923978815891954,0.0,0.0,0.919369421574663
2022-07-06,367.3153991699219,-0.06528691764924788,0,0,0.0033772160792231443,0.0,0.8082335776775275,0.923978815891954,0.0,0.0,0.919369421574663
2022-07-07,372.8167419433594,-0.06030137070387287,0,0,0.01497716345644573,0.0,0.8203386240813917,0.923978815891954,0.0,0.0,0.919369421574663
2022-07-08,372.51007080078125,-0.05075402484738578,0,0,-0.0008225787848999966,-0.0,0.8196638309327883,0.923978815891954,0.0,-0.0,0.919369421574663
2022-07-11,368.2547302246094,-0.03873607390732936,0,0,-0.011423424250045722,-0.0,0.8103004632496252,0.923978815891954,0.0,-0.0,0.919369421574663
2022-07-12,364.99603271484375,-0.018791485345604708,0,0,-0.008849030962285398,-0.0,0.8031300893615752,0.923978815891954,0.0,-0.0,0.919369421574663
2022-07-13,363.07916259765625,0.014577143617329646,1,0,-0.005251756033976096,-0.0,0.7989122460687027,0.923978815891954,0.0,-0.0,0.919369421574663
2022-07-14,362.1973876953125,0.015172046169113607,1,1,-0.002428602335741492,-0.002428602335741492,0.7969720059218478,0.9217348387815031,1.0,-0.002928602335741492,0.9166769541392301
2022-07-15,369.11724853515625,0.020025336956046802,1,1,0.019105220178078364,0.019105220178078364,0.8121983315707495,0.9393447858222292,0.0,0.019105220178078364,0.9341902691802304
2022-07-18,366.06951904296875,0.046229367473124006,1,1,-0.008256805945217716,-0.008256805945217716,0.8054921675579402,0.931588798210043,0.0,-0.008256805945217716,0.9264768414116985
2022-07-19,375.9604187011719,0.0721861151331904,1,1,0.027019183908185918,0.027019183908185918,0.8272559085697915,0.9567595672756861,0.0,0.027019183908185918,0.9515094895764764
2022-07-20,378.3564453125,0.05252352135875027,1,1,0.006373082090943782,0.006373082090943782,0.832528078385325,0.9628570745392299,0.0,0.006373082090943782,0.9575735376638593
2022-07-21,382.20928955078125,0.06517247068789267,1,1,0.010183107189039697,0.010183107189039697,0.841005801045408,0.9726619513369881,0.0,0.010183107189039697,0.9673246116392783
2022-07-22,378.6630859375,0.04504557618306171,1,1,-0.00927817222194982,-0.00927817222194982,0.8332028043836498,0.9636374262387457,0.0,-0.00927817222194982,0.9583496072979584
2022-07-25,379.12322998046875,0.014074309283803599,1,1,0.0012151806184896863,0.0012151806184896863,0.8342152962828081,0.9648084197623623,0.0,0.0012151806184896863,0.9595141751664841
2022-07-26,374.6377868652344,0.0059187641588971385,1,1,-0.011831095434235106,-0.011831095434235106,0.8243456154997875,0.9533936792724003,0.0,-0.011831095434235106,0.948162071389588
2022-07-27,384.36578369140625,0.05356644540616218,1,1,0.025966405865170294,0.025966405865170294,0.8457509083250285,0.9781498864976754,0.0,0.025966405865170294,0.9727824325612506
2022-07-28,389.1866149902344,0.06764983901366972,1,1,0.01254230085864938,0.01254230085864938,0.856358570668717,0.990418136658983,0.0,0.01254230085864938,0.9849833625004426
2022-07-29,394.8604736328125,0.09208737281033486,1,1,0.01457876099546862,0.01457876099546862,0.8688432175969174,1.0048572059589118,0.0,0.01457876099546862,0.9993431995268496
2022-08-01,393.6912841796875,0.07745793120509559,1,1,-0.0029610192237480293,-0.0029610192237480293,0.8662705561271898,1.0018818044549458,0.0,-0.0029610192237480293,0.9963841251019288
2022-08-02,391.0938720703125,0.06833168843547743,1,1,-0.006597586011554912,-0.006597586011554912,0.8605552616238632,0.9952718030766424,0.0,-0.006597586011554912,0.9898103951360209
2022-08-03,397.2181701660156,0.08140897730851893,1,1,0.015659406943103527,0.015659406943103527,0.8740310466626602,1.010857169260016,0.0,0.015659406943103527,1.00531023890997
2022-08-04,396.9498291015625,0.0647317688374347,1,1,-0.0006755508297643376,-0.0006755508297643376,0.8734405942638475,1.010174283860549,0.0,-0.0006755508297643376,1.0046311007439037
2022-08-05,396.2789611816406,0.06380737661605673,1,1,-0.0016900572080866816,-0.0016900572080866816,0.8719644296916763,1.0084670315306867,0.0,-0.0016900572080866816,1.0029332167106235
2022-08-08,395.8188781738281,0.07485076412299319,1,1,-0.0011610079082690072,-0.0011610079082690072,0.870952072093075,1.007296193331851,0.0,-0.0011610079082690072,1.0017688033145569
2022-08-09,394.2471008300781,0.08014078371664657,1,1,-0.003970950933420925,-0.003970950933420925,0.8674935641494321,1.0032962695727086,0.0,-0.003970950933420925,0.9977908285499629
2022-08-10,402.5278625488281,0.10865041019962551,1,1,0.021003988872245527,0.021003988872245527,0.8857143893175714,1.0243694932543792,0.0,0.021003988872245527,1.018748416009655
2022-08-11,402.5278625488281,0.11134943603580716,1,1,0.0,0.0,0.8857143893175714,1.0243694932543792,0.0,0.0,1.018748416009655
2022-08-12,409.34228515625,0.10897631248804274,1,1,0.01692907060960347,0.01692907060960347,0.9007087107542704,1.0417111167360062,0.0,0.01692907060960347,1.0359948798777041
2022-08-15,411.0290832519531,0.12281701116914645,1,1,0.004120752135488015,0.004120752135488015,0.9044203080975637,1.0460037500448578,0.0,0.004120752135488015,1.0402639579913149
2022-08-16,411.83416748046875,0.09541895102476405,1,1,0.001958703803015549,0.001958703803015549,0.9061917995945589,1.0480525615680392,0.0,0.001958703803015549,1.0423015269619724
2022-08-17,408.9109802246094,0.08075595193541152,1,1,-0.007097971675693926,-0.007097971675693926,0.8997596758682905,1.0406135141713908,0.0,-0.007097971675693926,1.034903300246064
2022-08-18,410.09942626953125,0.07297084995377756,1,1,0.002906368628861733,0.002906368628861733,0.902374709163749,1.043637920643748,0.0,0.002906368628861733,1.0379111107318046
2022-08-19,404.5885009765625,0.06846565192610732,1,1,-0.013438022440311337,-0.013438022440311337,0.890248577572437,1.0296134908465775,0.0,-0.013438022440311337,1.023963637934742
2022-08-22,396.16387939453125,0.04494752119235845,1,1,-0.020822691603188392,-0.020822691603188392,0.871711205991469,1.008174166656197,0.0,-0.020822691603188392,1.0026419588891482
2022-08-23,395.2055358886719,0.054900359078931205,1,1,-0.0024190582627675594,-0.0024190582627675594,0.8696024857958683,1.0057353346080384,0.0,-0.0024190582627675594,1.0002165095739
2022-08-24,396.47064208984375,0.03149306965407739,1,1,0.0032011348179299404,0.0032011348179299404,0.8723862005909079,1.0089548290052746,0.0,0.0032011348179299404,1.0034183374681653
2022-08-25,402.06781005859375,0.03309773402325922,1,1,0.014117484056944685,0.014117484056944685,0.8847020988692486,1.023198732717934,0.0,0.014117484056944685,1.0175840798498181
2022-08-26,388.4582214355469,-0.016213960689362872,0,1,-0.033848988361101395,-0.033848988361101395,0.8547558278215814,0.9885644907230708,0.0,-0.033848988361101395,0.9831398881745396
2022-08-29,385.8896789550781,-0.019816555606165243,0,0,-0.00661214601399529,-0.0,0.8491040574817117,0.9885644907230708,1.0,-0.0005,0.9826483182304524
2022-08-30,381.6534118652344,-0.024138604256578322,0,0,-0.010977922761020276,-0.0,0.8397826587226085,0.9885644907230708,0.0,-0.0,0.9826483182304524
2022-08-31,378.74945068359375,-0.0464951527134394,0,0,-0.0076088961643189235,-0.0,0.8333928396717925,0.9885644907230708,0.0,-0.0,0.9826483182304524
2022-09-01,379.9378967285156,-0.042856631054737804,0,0,0.003137815890628781,0.0,0.8360078729672509,0.9885644907230708,0.0,0.0,0.9826483182304524
2022-09-02,375.9316711425781,-0.05134587508352739,0,0,-0.01054442218171292,-0.0,0.8271926530074484,0.9885644907230708,0.0,-0.0,0.9826483182304524
2022-09-06,374.51318359375,-0.053826878289320756,0,0,-0.0037732589662288207,-0.0,0.8240714409126895,0.9885644907230708,0.0,-0.0,0.9826483182304524
2022-09-07,381.24127197265625,-0.03298902853068142,0,0,0.01796489061972384,0.0,0.8388757942115241,0.9885644907230708,0.0,0.0,0.9826483182304524
2022-09-08,383.7331848144531,-0.04669161934621391,0,0,0.006536314468008619,0.0,0.8443589502020912,0.9885644907230708,0.0,0.0,0.9826483182304524
2022-09-09,389.694580078125,-0.03188172463253125,0,0,0.015535261216864438,0.0,0.8574762870542781,0.9885644907230708,0.0,0.0,0.9826483182304524
2022-09-12,393.8829345703125,-0.03776631720330703,0,0,0.010747787386080176,0.0,0.866692259876143,0.9885644907230708,0.0,0.0,0.9826483182304524
2022-09-13,376.75592041015625,-0.08338379019469055,0,0,-0.04348249862320164,-0.0,0.8290063148793391,0.9885644907230708,0.0,-0.0,0.9826483182304524
2022-09-14,378.19354248046875,-0.08168488109135674,0,0,0.003815791583971384,0.0,0.8321696301987148,0.9885644907230708,0.0,0.0,0.9826483182304524
2022-09-15,373.8997497558594,-0.08562066601762275,0,0,-0.011353426862996008,-0.0,0.8227216531646473,0.9885644907230708,0.0,-0.0,0.9826483182304524
