Price,Close,mom,signal,signal_shift,ret_daily,strat_ret,wealth_market,wealth_strategy
Ticker,SPY,,,,,,,
Date,,,,,,,,
2022-03-16,414.4248046875,-0.023492419518801544,0,0.0,0.022174162355003135,0.0,0.9118922479698787,0.9974416456010843
2022-03-17,419.60968017578125,-0.012382346732284888,0,0.0,0.012511016304130207,0.0,0.9233009467518397,0.9974416456010843
2022-03-18,424.20550537109375,0.020228244737650725,1,0.0,0.010952619571090949,0.0,0.9334135107712407,0.9974416456010843
2022-03-21,424.0815124511719,0.026577099718458452,1,1.0,-0.00029229446188683283,-0.00029229446188683283,0.9331406791713919,0.9971500989320198
2022-03-22,429.0437927246094,0.049856059219472115,1,1.0,0.011701241689966002,0.011701241689966002,0.9440595837891154,1.0088179932407968
2022-03-23,423.5184326171875,0.05505093727427979,1,1.0,-0.012878312659725277,-0.012878312659725277,0.931901689299669,0.9958261197070852
2022-03-24,429.9027099609375,0.055077113891285556,1,1.0,0.015074378945675537,0.015074378945675537,0.9459495285042874,1.0108375799995515
2022-03-25,432.00213623046875,0.0373416270758784,1,1.0,0.00488349159213719,0.00488349159213719,0.9505690650733242,1.0157739968224957
2022-03-28,435.07501220703125,0.04739996591082751,1,1.0,0.0071131036604947795,0.0071131036604947795,0.9573305613696503,1.0229993025575292
2022-03-29,440.457275390625,0.07675662900194236,1,1.0,0.012370885554403133,0.012370885554403133,0.9691735881820868,1.0356547098517026
2022-03-30,437.73748779296875,0.05077756084038865,1,1.0,-0.006174918089942305,-0.006174918089942305,0.9631890206601269,1.0292596268489054
2022-03-31,431.0001525878906,0.03978125961472845,1,1.0,-0.015391268495296484,-0.015391268495296484,0.9483643198314252,1.013418015580705
2022-04-01,432.2217102050781,0.05126932814264262,1,1.0,0.0028342394076958932,0.0028342394076958932,0.9510522113595442,1.0162902848569328
2022-04-04,435.92431640625,0.09248048017731314,1,1.0,0.0085664512303536,0.0085664512303536,0.9591993537456757,1.024996286018042
2022-04-05,430.4179992675781,0.0869216782503257,1,1.0,-0.012631360379402157,-0.012631360379402157,0.9470833610328244,1.0120491885417993
2022-04-06,426.11407470703125,0.04795654977628239,1,1.0,-0.009999406548682144,-0.009999406548682144,0.9376130894703649,1.001929297258306
2022-04-07,428.2613220214844,0.058014793981681745,1,1.0,0.005039137268416871,0.005039137268416871,0.9423378505328706,1.0069781565204392
2022-04-08,427.11614990234375,0.06877539113807285,1,1.0,-0.0026740031383996055,-0.0026740031383996055,0.9398180361631129,1.0042854937696037
2022-04-11,419.81573486328125,0.05824113243197515,1,1.0,-0.017092341370682607,-0.017092341370682607,0.9237543454626884,0.9871199032764691
2022-04-12,418.2602233886719,0.03163417983901273,1,1.0,-0.0037052243292309273,-0.0037052243292309273,0.9203316283876473,0.9834624025949811
2022-04-13,423.0508728027344,0.02081455554220235,1,1.0,0.011453753300396219,0.011453753300396219,0.9308728798137513,0.994726738334519
2022-04-14,417.7830810546875,-0.004353090997158526,0,1.0,-0.012451910837927072,-0.012451910837927072,0.9192817337128661,0.9823404896806756
2022-04-18,417.95489501953125,-0.014734863815816124,0,0.0,0.0004112516103094155,0.0,0.9196597898061836,0.9823404896806756
2022-04-19,424.7017517089844,0.001462547268867187,1,0.0,0.016142547365398885,0.0,0.9345054415231827,0.9823404896806756
2022-04-20,424.3868103027344,-0.010854328860700146,0,1.0,-0.0007415589998926997,-0.0007415589998926997,0.9338124506025725,0.9816120262495939
2022-04-21,418.0407409667969,-0.012933773901033119,0,0.0,-0.014953502752384273,-0.0,0.9198486835522762,0.9816120262495939
2022-04-22,406.570068359375,-0.05427423707955359,0,0.0,-0.027439126102623,-0.0,0.8946088395289535,0.9816120262495939
2022-04-25,408.92724609375,-0.053413833408473055,0,0.0,0.005797715862082109,0.0,0.8997955273882494,0.9816120262495939
2022-04-26,397.08428955078125,-0.08731993700013285,0,0.0,-0.028961035626991816,-0.0,0.8737365170625504,0.9816120262495939
2022-04-27,398.20086669921875,-0.09593758816659492,0,0.0,0.002811939877300773,0.0,0.8761934116171325,0.9816120262495939
2022-04-28,408.25921630859375,-0.06734235085279461,0,0.0,0.02525948698392111,0.0,0.8983256076932729,0.9816120262495939
2022-04-29,393.1717224121094,-0.0877689484531381,0,0.0,-0.03695567250851739,-0.0,0.8651273807293454,0.9816120262495939
2022-05-02,395.53839111328125,-0.08487153288619298,0,0.0,0.006019427558656476,0.0,0.8703349523266559,0.9816120262495939
2022-05-03,397.3514709472656,-0.08848518884419665,0,0.0,0.00458382770097554,0.0,0.874324417790258,0.9816120262495939
2022-05-04,409.4519958496094,-0.04871079614153129,0,0.0,0.030452951069985357,0.0,0.9009501765045183,0.9816120262495939
2022-05-05,394.89898681640625,-0.07325523784232313,0,0.0,-0.035542650129243514,-0.0,0.868928019597138,0.9816120262495939
2022-05-06,392.5418395996094,-0.08340580992294955,0,0.0,-0.005968987755070487,-0.0,0.863741398888125,0.9816120262495939
2022-05-09,379.9737548828125,-0.11037371223333492,0,0.0,-0.032017185046099184,-0.0,0.8360868306879473,0.9816120262495939
2022-05-10,380.8516845703125,-0.09281226751936278,0,0.0,0.002310500860173148,0.0,0.8380186100294312,0.9816120262495939
2022-05-11,374.8013610839844,-0.10390388536732309,0,0.0,-0.015886298345126892,-0.0,0.8247055963717351,0.9816120262495939
2022-05-12,374.4101867675781,-0.11497597372370172,0,0.0,-0.0010436843539599616,-0.0,0.8238448640441788,0.9816120262495939
2022-05-13,383.3614196777344,-0.08239122869709359,0,0.0,0.02390755707646619,0.0,0.8435409821534685,0.9816120262495939
2022-05-16,381.8059387207031,-0.08649008955174187,0,0.0,-0.004057479123326546,-0.0,0.8401183322287105,0.9816120262495939
2022-05-17,389.6598815917969,-0.08250936092488503,0,0.0,0.020570509975328166,0.0,0.8573999947622772,0.9816120262495939
2022-05-18,373.9520568847656,-0.11884147243405452,0,0.0,-0.04031162931853116,-0.0,0.8228368039957098,0.9816120262495939
2022-05-19,371.6617736816406,-0.11094365390774175,0,0.0,-0.006124536985314011,-0.0,0.8177973095567604,0.9816120262495939
2022-05-20,371.8240051269531,-0.08546143933475492,0,0.0,0.00043650290882868426,0.0,0.8181542804612142,0.9816120262495939
2022-05-23,378.78082275390625,-0.07372075015254043,0,0.0,0.018709974426147857,0.0,0.8334619261252869,0.9816120262495939
2022-05-24,375.8893127441406,-0.05337651819622069,0,0.0,-0.007633728626341374,-0.0,0.8270995039608587,0.9816120262495939
2022-05-25,379.2102966308594,-0.04769093102628508,0,0.0,0.008835004811587277,0.0,0.8344069320580144,0.9816120262495939
2022-05-26,386.7874755859375,-0.05259340111608468,0,0.0,0.019981469444259492,0.0,0.85107960867501,0.9816120262495939
2022-05-27,396.2827453613281,0.007912631483598664,1,0.0,0.024549062145837075,0.0,0.8719728148794275,0.9816120262495939
2022-05-31,394.0591735839844,-0.0037397571576641697,0,1.0,-0.005611073919749687,-0.005611073919749687,0.8670801109591267,0.9761041286097921
2022-06-01,390.87176513671875,-0.016307240023799574,0,0.0,-0.008088654346696256,-0.0,0.8600665996506833,0.9761041286097921
2022-06-02,398.31536865234375,-0.02719885923173293,0,0.0,0.019043594804094788,0.0,0.8764453594789665,0.9761041286097921
2022-06-03,391.77838134765625,-0.007902287858238544,0,0.0,-0.016411586946305068,-0.0,0.8620615002581918,0.9761041286097921
2022-06-06,392.9712829589844,0.0010940065900058027,1,0.0,0.0030448377657408265,0.0,0.8646863376705691,0.9761041286097921
2022-06-07,396.74072265625,0.04412664705910707,1,1.0,0.0095921505227623,0.0095921505227623,0.8729805391764813,0.985467066337307
2022-06-08,392.4273376464844,0.03039412334287528,1,1.0,-0.010872050090766416,-0.010872050090766416,0.8634894510262904,0.9747530190292871
2022-06-09,383.09429931640625,0.022126222296624976,1,1.0,-0.023782844452304053,-0.023782844452304053,0.8429532157263266,0.9515706195982998
2022-06-10,371.9862060546875,-0.0064741313098817255,0,1.0,-0.028995715367052033,-0.028995715367052033,0.8185111842153848,0.9239791487607781
2022-06-13,357.8625793457031,-0.06651384052538822,0,0.0,-0.03796814634279211,-0.0,0.787433831789883,0.9239791487607781
2022-06-14,356.7841491699219,-0.0655353597553261,0,0.0,-0.003013531556590787,-0.0,0.785060875089057,0.9239791487607781
2022-06-15,361.87060546875,-0.07131674939058419,0,0.0,0.01425639650937982,0.0,0.7962530142083273,0.9239791487607781
2022-06-16,349.8941650390625,-0.06433416103154799,0,0.0,-0.03309591950463564,-0.0,0.769900288544765,0.9239791487607781
2022-06-17,350.64849853515625,-0.056538704366416725,0,0.0,0.002155890470507016,0.0,0.7715601092400792,0.9239791487607781
2022-06-21,359.4754943847656,-0.033210633450014404,0,0.0,0.025173345633831,0.0,0.7909828585472561,0.9239791487607781
2022-06-22,358.8238525390625,-0.052687382824050166,0,0.0,-0.0018127573530941632,-0.0,0.7895489985542532,0.9239791487607781
2022-06-23,362.3412170410156,-0.036042779732731844,0,0.0,0.009802482407632596,0.0,0.7972885387225452,0.9239791487607781
2022-06-24,373.8614196777344,-0.014105305158240045,0,0.0,0.031793795723258134,0.0,0.8226373676551848,0.9239791487607781
2022-06-27,372.43341064453125,-0.03711098690478931,0,0.0,-0.0038196212768732973,-0.0,0.819495204462538,0.9239791487607781
2022-06-28,364.8235168457031,-0.07938581450711579,0,0.0,-0.020432897751193946,-0.0,0.8027505427421612,0.9239791487607781
2022-06-29,364.5263671875,-0.07494510564969792,0,0.0,-0.0008145024771766263,-0.0,0.8020967004365428,0.9239791487607781
2022-06-30,361.56494140625,-0.07497810367606839,0,0.0,-0.00812403723796129,-0.0,0.7955804369737505,0.9239791487607781
2022-07-01,365.3889465332031,-0.08266420206316305,0,0.0,0.010576260829051165,0.0,0.8039947031856753,0.9239791487607781
2022-07-05,366.0790710449219,-0.06559655031074652,0,0.0,0.0018887394330524554,0.0,0.8055132396855474,0.9239791487607781
2022-07-06,367.31536865234375,-0.06528699530779303,0,0.0,0.0033771327158720332,0.0,0.8082335648003576,0.9239791487607781
2022-07-07,372.8167419433594,-0.060301298421587046,0,0.0,0.014977247783559466,0.0,0.8203386791673621,0.9239791487607781
2022-07-08,372.5101013183594,-0.05075394708119774,0,0.0,-0.0008224969281196426,-0.0,0.8196639531237293,0.9239791487607781
2022-07-11,368.2547302246094,-0.03873607390732936,0,0.0,-0.011423505238353893,-0.0,0.8103005176615306,0.9239791487607781
2022-07-12,364.99603271484375,-0.018791485345604708,0,0.0,-0.008849030962285398,-0.0,0.8031301432919877,0.9239791487607781
2022-07-13,363.07916259765625,0.0145770570968633,1,0.0,-0.005251756033976096,-0.0,0.798912299715886,0.9239791487607781
2022-07-14,362.1974182128906,0.015172392202857266,1,1.0,-0.0024285182836083496,-0.0024285182836083496,0.7969721265890264,0.9217352485043397
2022-07-15,369.1173400878906,0.020025761997865432,1,1.0,0.019105387081838954,0.019105387081838954,0.8121985875609461,0.9393453572139902
2022-07-18,366.0694885253906,0.046229189002115145,1,1.0,-0.008257134605961003,-0.008257134605961003,0.805492154496684,0.9315890561579897
2022-07-19,375.96038818359375,0.07218593478705482,1,1.0,0.027019186160654574,0.027019186160654574,0.8272558969699766,0.9567598342915509
2022-07-20,378.3564147949219,0.05252352581772102,1,1.0,0.006373082608261527,0.006373082608261527,0.8325280671395378,0.9628573437517576
2022-07-21,382.2093200683594,0.06517255573680414,1,1.0,0.010183269326954125,0.010183269326954125,0.8410059246694682,0.9726623794066174
2022-07-22,378.6631164550781,0.04504566040637581,1,1.0,-0.009278171481132413,-0.009278171481132413,0.8332029274837366,0.9636378510572365
2022-07-25,379.1231689453125,0.014074063250799407,1,1.0,0.001214938741700644,0.001214938741700644,0.834215218000035,0.9648086120154551
2022-07-26,374.6377868652344,0.005918846584918924,1,1.0,-0.011830936348617427,-0.011830936348617427,0.8243456708548286,0.9533940227381024
2022-07-27,384.36578369140625,0.05356635727506642,1,1.0,0.025966405865170294,0.025966405865170294,0.8457509651174411,0.9781502388819473
2022-07-28,389.18658447265625,0.06765002344116278,1,1.0,0.012542221461420366,0.012542221461420366,0.856358561023154,0.9904184158005459
2022-07-29,394.8604736328125,0.0920872806336388,1,1.0,0.014578840552390337,0.014578840552390337,0.868843275939985,1.0048575679646532
2022-08-01,393.691162109375,0.07745777710218738,1,1.0,-0.002961328371714589,-0.002961328371714589,0.8662703456963705,1.0018818547391073
2022-08-02,391.0939025878906,0.06833177179882854,1,1.0,-0.006597200474525278,-0.006597200474525278,0.8605553865606752,0.9952722392916041
2022-08-03,397.21820068359375,0.08140915023774142,1,1.0,0.015659405721179187,0.015659405721179187,0.874031172504375,1.0108576110896978
2022-08-04,396.9498596191406,0.06473185069421517,1,1.0,-0.0006755507778629655,-0.0006755507778629655,0.8734407200659132,1.0101747254442175
2022-08-05,396.2789611816406,0.06380728946452807,1,1.0,-0.0016901339583385022,-0.0016901339583385022,0.8719644882443341,1.008467394836889
2022-08-08,395.81890869140625,0.07485084699383138,1,1.0,-0.001160930897927459,-0.001160930897927459,0.8709521977280358,1.0072966338786704
2022-08-09,394.24713134765625,0.08014086732735848,1,1.0,-0.003970950627261272,-0.003970950627261272,0.867493689552153,1.0032967086785318
2022-08-10,402.5278625488281,0.10865041019962551,1,1.0,0.021003909839155455,0.021003909839155455,0.8857144487935428,1.0243698622895372
2022-08-11,402.5278625488281,0.11134934239711303,1,1.0,0.0,0.0,0.8857144487935428,1.0243698622895372
2022-08-12,409.3421936035156,0.1089757893954455,1,1.0,0.01692884316513843,0.01692884316513843,0.9007085697862657,1.0417112590313313
2022-08-15,411.0290222167969,0.12281693804231875,1,1.0,0.004120827609858102,0.004120827609858102,0.9044202345290767,1.0460039715490477
2022-08-16,411.834228515625,0.09541920228711143,1,1.0,0.0019590010809587,0.0019590010809587,0.9061919947461601,1.0480530944599993
2022-08-17,408.91094970703125,0.08075595844904782,1,1.0,-0.007098192928572611,-0.007098192928572611,0.8997596691371238,1.0406138113961347
2022-08-18,410.09942626953125,0.07297076428220972,1,1.0,0.0029064434771226555,0.0029064434771226555,0.9023747697584654,1.0436382966204707
2022-08-19,404.5884094238281,0.06846532403645278,1,1.0,-0.013438245685525763,-0.013438245685525763,0.8902484359020314,1.0296136287836612
2022-08-22,396.1639099121094,0.044947769913937785,1,1.0,-0.020822394600270466,-0.020822394600270466,0.8717113316774057,1.0081746075193114
2022-08-23,395.20556640625,0.05490044053782084,1,1.0,-0.0024190580764209546,-0.0024190580764209546,0.8696026113402038,1.0057357745925493
2022-08-24,396.4706726074219,0.0314931490513064,1,1.0,0.003201134570739894,0.003201134570739894,0.8723863263221706,1.0089552701496274
2022-08-25,402.06781005859375,0.0330978150323229,1,1.0,0.014117405997174703,0.014117405997174703,0.8847021582772444,1.0231991013313189
2022-08-26,388.458251953125,-0.016213883402371176,0,1.0,-0.033848912459531144,-0.033848912459531144,0.8547559523689597,0.9885649245216841
2022-08-29,385.8896179199219,-0.019816406717521606,0,0.0,-0.006612381176840265,-0.0,0.849103980198723,0.9885649245216841
2022-08-30,381.6534118652344,-0.02413868040434275,0,0.0,-0.010977766329973049,-0.0,0.8397827151142514,0.9885649245216841
2022-08-31,378.7493896484375,-0.04649537962604,0,0.0,-0.007609056087312882,-0.0,0.8333927613337911,0.9885649245216841
2022-09-01,379.9378356933594,-0.04285685840046316,0,0.0,0.003137816396285187,0.0,0.8360077948048497,0.9885649245216841
2022-09-02,375.931640625,-0.05134595209386883,0,0.0,-0.01054434355306666,-0.0,0.8271926414033857,0.9885649245216841
2022-09-06,374.51318359375,-0.05382695123912562,0,0.0,-0.0037731780940060133,-0.0,0.8240714962493194,0.9885649245216841
2022-09-07,381.2413024902344,-0.03298902597709208,0,0.0,0.01796497210571535,0.0,0.8388759176925535,0.9885649245216841
2022-09-08,383.73321533203125,-0.046691543531392266,0,0.0,0.00653631394479004,0.0,0.8443590740513159,0.9885649245216841
2022-09-09,389.6946105957031,-0.03188164881770961,0,0.0,0.015535259981374505,0.0,0.8574764117843358,0.9885649245216841
2022-09-12,393.8829345703125,-0.03776610199186259,0,0.0,0.010747708232882403,0.0,0.8666923180747728,0.9885649245216841
2022-09-13,376.75592041015625,-0.083383654083101,0,0.0,-0.04348249862320164,-0.0,0.829006370547347,0.9885649245216841
2022-09-14,378.19354248046875,-0.08168501718860877,0,0.0,0.003815791583971384,0.0,0.8321696860791403,0.9885649245216841
2022-09-15,373.89971923828125,-0.08562067240760896,0,0.0,-0.011353507556013498,-0.0,0.8227216412603554,0.9885649245216841
2022-09-16,371.0473327636719,-0.09522591597139429,0,0.0,-0.007628747302673378,-0.0,0.8164453057587394,0.9885649245216841
2022-09-19,373.9247741699219,-0.07578970266986673,0,0.0,0.007754917370832226,0.0,0.8227767716427022,0.9885649245216841
2022-09-20,369.6326904296875,-0.0669703090529068,0,0.0,-0.01147846849613643,-0.0,0.8133325543900487,0.9885649245216841
2022-09-21,363.1848449707031,-0.08102295149008931,0,0.0,-0.017443926432721413,-0.0,0.7991448411459313,0.9885649245216841
2022-09-22,360.1341552734375,-0.09164995003290988,0,0.0,-0.008399826533267651,-0.0,0.7924321631053498,0.9885649245216841
2022-09-23,354.10028076171875,-0.11930208809773812,0,0.0,-0.016754518901817117,-0.0,0.7791553434501934,0.9885649245216841
2022-09-26,350.5971984863281,-0.09746492261764472,0,0.0,-0.009892910188760706,-0.0,0.7714472296143476,0.9885649245216841
2022-09-27,349.7021484375,-0.09377673770412587,0,0.0,-0.002552929837124851,-0.0,0.7694777789640979,0.9885649245216841
2022-09-28,356.5830993652344,-0.06568868958219243,0,0.0,0.019676604671944542,0.0,0.7846184890246203,0.9885649245216841
2022-09-29,349.1344299316406,-0.07819143878828705,0,0.0,-0.020889014220958235,-0.0,0.7682285822493582,0.9885649245216841
2022-09-30,343.735595703125,-0.09528464024691796,0,0.0,-0.015463482732346656,-0.0,0.7563490928332501,0.9885649245216841
2022-10-03,352.8106384277344,-0.06150320882495053,0,0.0,0.02640123059133881,0.0,0.7763176396406907,0.9885649245216841
2022-10-04,363.7430725097656,-0.028757628718531714,0,0.0,0.030986690567922137,0.0,0.8003731541226564,0.9885649245216841
2022-10-05,362.8961486816406,-0.04811953397694535,0,0.0,-0.0023283572722948565,-0.0,0.7985095994687054,0.9885649245216841
2022-10-06,359.1526184082031,-0.06405647450288965,0,0.0,-0.010315706813195158,-0.0,0.7902724085530644,0.9885649245216841
2022-10-07,349.1344299316406,-0.10408196459802344,0,0.0,-0.027893959178034167,-0.0,0.7682285822493584,0.9885649245216841
2022-10-10,346.4687194824219,-0.12037641371697116,0,0.0,-0.00763519785127087,-0.0,0.7623630050288832,0.9885649245216841
2022-10-11,344.27447509765625,-0.08621349673055967,0,0.0,-0.006333167357917668,-0.0,0.7575348325305503,0.9885649245216841
2022-10-12,343.1389465332031,-0.09268956766779268,0,0.0,-0.0032983234209594814,-0.0,0.7550362376502222,0.9885649245216841
2022-10-13,352.1947021484375,-0.0580503701207955,0,0.0,0.026390929116984152,0.0,0.7749623454788036,0.9885649245216841
2022-10-14,344.1686096191406,-0.07244014650187747,0,0.0,-0.022788794040161764,-0.0,0.7573018881988065,0.9885649245216841
2022-10-17,353.0127258300781,-0.05592581659310092,0,0.0,0.025697044889493093,0.0,0.7767623088147492,0.9885649245216841
2022-10-18,357.1605224609375,-0.033742058783414075,0,0.0,0.011749708515765844,0.0,0.7858890395293557,0.9885649245216841
2022-10-19,354.6295166015625,-0.023556402442482804,0,0.0,-0.007086465889162841,-0.0,0.780319863658064,0.9885649245216841
2022-10-20,351.65582275390625,-0.023542150599667355,0,0.0,-0.00838535347016045,-0.0,0.7737766057815038,0.9885649245216841
2022-10-21,360.2015686035156,0.01723039538029214,1,0.0,0.024301448452311858,0.0,0.7925804980805078,0.9885649245216841
2022-10-24,364.609130859375,0.039965899424017515,1,1.0,0.012236377184439595,0.012236377184439595,0.8022788120040519,1.0006613778094384
2022-10-25,370.4314880371094,0.059277129672293594,1,1.0,0.01596876404058012,0.01596876404058012,0.8150902130477016,1.016640703236199
2022-10-26,367.6405944824219,0.031009588331222915,1,1.0,-0.007534169326361084,-0.007534169326361084,0.8089491853663404,1.0089811600339467
2022-10-27,365.6773681640625,0.047382717985335665,1,1.0,-0.005340069480420873,-0.005340069480420873,0.8046293405103543,1.0035931305349297
2022-10-28,374.3771057128906,0.08914267359214634,1,1.0,0.023790746450912392,0.023790746450912392,0.823772073137401,1.0274693602433635
2022-10-31,371.6728515625,0.05346271081513643,1,1.0,-0.007223342744853922,-0.007223342744853922,0.8178216851094906,1.02004759689449
2022-11-01,370.04644775390625,0.01732919667898658,1,1.0,-0.004375901553628103,-0.004375901553628103,0.8142429779270293,1.0155839690304647
2022-11-02,360.7597351074219,-0.005887121100568549,0,1.0,-0.02509607294665983,-0.02509607294665983,0.793808676756667,0.9900967996602178
2022-11-03,357.0450134277344,-0.005868271237475131,0,0.0,-0.010296940922692954,-0.0,0.7856348757081826,0.9900967996602178
2022-11-04,362.18408203125,0.03737715613485748,1,0.0,0.01439333532256648,0.0,0.7969427819153533,0.9900967996602178
2022-11-07,365.6485290527344,0.05535798325160379,1,1.0,0.009565431484604758,0.009565431484604758,0.8045658834929149,0.9995675027604941
2022-11-08,367.6213684082031,0.06781476699347033,1,1.0,0.005395452733201633,0.005395452733201633,0.8089068806880475,1.0049606219752827
2022-11-09,360.0475769042969,0.049276337011361804,1,1.0,-0.020602152526390638,-0.020602152526390638,0.7922416577524655,0.9842562699583315
2022-11-10,379.83367919921875,0.07847641342183631,1,1.0,0.05495413263170268,0.05495413263170268,0.8357786108889544,1.0383452195612066
2022-11-11,383.50994873046875,0.11430833031188858,1,1.0,0.00967862970708766,0.00967862970708766,0.8438678025808527,1.0483949784494642
2022-11-14,380.24749755859375,0.07714954656231021,1,1.0,-0.008506822789538293,-0.008506822789538293,0.8366891687265003,1.0394764681543527
2022-11-15,383.4905700683594,0.07372048687240218,1,1.0,0.00852884642394236,0.00852884642394236,0.8438251621511447,1.0483420033125432
2022-11-16,380.5650634765625,0.0731342024869841,1,1.0,-0.0076286271948626805,-0.0076286271948626805,0.837387934571449,1.0403445929965562
