Price,Close,mom,signal_raw,signal_shift,ret_daily,strat_ret,wealth_market,wealth_strategy,trade_side_raw,strat_ret_net,wealth_strategy_net,signal_costaware,signal_cost_shift,strat_ret_ca,trade_side_ca,strat_ret_ca_net,wealth_strategy_ca,wealth_strategy_ca_net
Ticker,SPY,,,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,
2022-02-14,439.0199890136719,-0.055302143526260394,0,0.0,-0.003269314964678527,-0.0,0.9190094343148261,1.0,0.0,-0.0,1.0,0,0.0,-0.0,0.0,-0.0,1.0,1.0
2022-02-15,446.1000061035156,-0.022760595748276713,0,0.0,0.01612686726577106,0.0,0.9338301774780127,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,1.0
2022-02-16,446.6000061035156,-0.011400097169860235,0,0.0,0.0011208249118113134,0.0,0.9348768376043312,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,1.0
2022-02-17,437.05999755859375,-0.02168998867690264,0,0.0,-0.02136141606480546,-0.0,0.9149065445069154,1.0,0.0,-0.0,1.0,0,0.0,-0.0,0.0,-0.0,1.0,1.0
2022-02-18,434.2300109863281,-0.00856203458133864,0,0.0,-0.006475052825868022,-0.0,0.9089824763005008,1.0,0.0,-0.0,1.0,0,0.0,-0.0,0.0,-0.0,1.0,1.0
2022-02-22,429.57000732421875,-0.023349374998135275,0,0.0,-0.010731648076383382,-0.0,0.8992275962572444,1.0,0.0,-0.0,1.0,0,0.0,-0.0,0.0,-0.0,1.0,1.0
2022-02-23,421.95001220703125,-0.028816693853419673,0,0.0,-0.01773865723226875,-0.0,0.8832765061534401,1.0,0.0,-0.0,1.0,0,0.0,-0.0,0.0,-0.0,1.0,1.0
2022-02-24,428.29998779296875,-0.011721853875601429,0,0.0,0.01504911814725074,0.0,0.896569038651234,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,1.0
2022-02-25,437.75,0.01509602521344755,1,0.0,0.0220640029800776,0.0,0.9163509405918802,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0
2022-02-28,436.6300048828125,-0.012037577050063697,0,1.0,-0.0025585268239577408,-0.0025585268239577408,0.9140064321302169,0.9974414731760423,1.0,-0.003058526823957741,0.9969414731760423,0,1.0,-0.0025585268239577408,1.0,-0.003058526823957741,0.9974414731760423,0.9969414731760423
